"year" "month" "flds_mean" "flds_total" "fsds_mean" "fsds_total" "prec" "psrf" "rh" "temp" "wind" "temp_max" "temp_min"
2011 12 292.544224971371 217652.9033787 60.8614888014073 45280.947668247 108.55 98770.5599462366 73.1165456989247 276.940020778204 3.73777943766095 288.619993896484 265.189993896484
2012 1 279.394021743857 207869.152177429 70.8922943389642 52743.8669881894 89.7194630872484 98327.7892077583 67.5676622744558 274.386899250917 4.35463129594409 288.219993896484 262.639993896484
2012 2 282.66139841954 196732.3333 113.65421066523 79103.330623 24.6 98570.3879310345 64.8673132183908 276.629462287289 3.70909861256367 292.149993896484 263.299993896484
2012 3 326.006206451613 242548.6176 177.369097110215 131962.60825 69.35 98432.1639784946 58.9215565456989 287.012494313151 4.1245444010096 301.799993896484 269.789993896484
2012 4 319.923223333333 230344.7208 221.7376927125 159651.138753 60.8 98254.5416666667 54.9861805555556 286.156605007595 3.80496608247161 301.799993896484 272.809993896484
2012 5 359.6806875 267602.4315 272.343049431452 202623.228777 89.5500000000002 98253.0779569892 60.1645430107527 294.196311100785 3.22331812784182 304.139993896484 280.929993896484
2012 6 367.83574375 264841.7355 295.925134379167 213066.096753 1.7 98224.3194444444 54.6656805555556 296.360091118706 3.29859583333333 310.919993896484 282.449993896484
2012 7 407.283524596774 303018.9423 258.389384255376 192241.701886 20.4 98282.2311827957 59.6961290322581 300.680222391108 2.9622688172043 312.319993896484 290.499993896484
2012 8 376.104544354839 279821.781 244.106563807796 181615.283473 108.95 98296.532991591 58.1345037768817 296.963566221753 2.9051884451547 308.479993896484 286.779993896484
2012 9 360.607155833333 259637.1522 171.321386427778 123351.398228 144.4 98395.6388888889 69.0606805555555 292.074521674262 3.10684279484497 303.009993896484 280.199993896484
2012 10 322.394662903226 239861.6292 134.772061866935 100270.414029 92.65 98227.3655913978 65.470188172043 285.084281530893 4.30849816479471 299.179993896484 274.629993896484
2012 11 281.033826666667 202344.3552 111.714406184722 80434.372453 35.85 98867.7638888889 60.0027447083333 279.550967910373 3.40011388888889 295.359993896484 268.729993896484
2012 12 304.095773924731 226247.2558 53.6466841680108 39913.133021 44.65 98241.3044793567 75.0451344086022 277.674053036269 3.99538689333039 293.879993896484 264.469993896484
