"Tree_Tag_Number","Species.Model","Site","PlotID","DBH..cm.","Density.Total..stems.ha.","Year","RW"
"494","PIPO","PPINE","PPINE.4",22.7,1464.22547644544,1904,0.112900519212142
"495","PIPO","PPINE","PPINE.4",14.9,1464.22547644544,1904,0.0792849870987981
"496","PIPO","PPINE","PPINE.4",18.7,1464.22547644544,1904,0.0941836326189323
"497","PIPO","PPINE","PPINE.4",14.1,1464.22547644544,1904,0.0764622123004357
"498","PIPO","PPINE","PPINE.4",17,1464.22547644544,1904,0.0872005498709187
"499","PIPO","PPINE","PPINE.4",20.3,1464.22547644544,1904,0.101265995834753
"500","PIPO","PPINE","PPINE.4",14.7,1464.22547644544,1904,0.0785696710271993
"927","PIPO","PPINE","PPINE.4",13.5,1464.22547644544,1904,0.0744112815217586
"928","PIPO","PPINE","PPINE.4",19,1464.22547644544,1904,0.0954727593332278
"929","PIPO","PPINE","PPINE.4",29.8,1464.22547644544,1904,0.155748843533238
"930","PIPO","PPINE","PPINE.4",32.7,1464.22547644544,1904,0.177622179495592
"931","PIPO","PPINE","PPINE.4",13,1464.22547644544,1904,0.0727442584898955
"932","PIPO","PPINE","PPINE.4",21.9,1464.22547644544,1904,0.108880934269069
"933","PIPO","PPINE","PPINE.4",26.8,1464.22547644544,1904,0.135951640957015
"934","PIPO","PPINE","PPINE.4",28.4,1464.22547644544,1904,0.146174849324228
"935","PIPO","PPINE","PPINE.4",14,1464.22547644544,1904,0.0761165064110116
"936","PIPO","PPINE","PPINE.4",33.5,1464.22547644544,1904,0.184179502346
"937","PIPO","PPINE","PPINE.4",14.3,1464.22547644544,1904,0.0771583415907004
"938","PIPO","PPINE","PPINE.4",38.6,1464.22547644544,1904,0.23206515512924
"939","PIPO","PPINE","PPINE.4",20,1464.22547644544,1904,0.0998986455937831
"1939","OTHER","PPINE","PPINE.4",19.9,1464.22547644544,1904,0.0994469773894739
"1940","PIPO","PPINE","PPINE.4",13.2,1464.22547644544,1904,0.0734065386870004
"940","PIPO","PPINE","PPINE.4",16.5,1464.22547644544,1904,0.0852470110787739
"1941","PIPO","PPINE","PPINE.4",27.4,1464.22547644544,1904,0.139698752942566
"941","PIPO","PPINE","PPINE.4",21.9,1464.22547644544,1904,0.108880934269069
"942","PIPO","PPINE","PPINE.4",20.5,1464.22547644544,1904,0.102187944385383
"943","PIPO","PPINE","PPINE.4",20.2,1464.22547644544,1904,0.10080814547828
"801","PIEN","MCON","MCON.1",36.5,986.760647169751,1905,0.150558642330181
"802","PIEN","MCON","MCON.1",10.2,986.760647169751,1905,0.0457212807867533
"803","PIEN","MCON","MCON.1",25.9,986.760647169751,1905,0.0931314487660296
"804","PIEN","MCON","MCON.1",33.4,986.760647169751,1905,0.130826975277439
"805","ABLA","MCON","MCON.1",20.5,986.760647169751,1905,0.0729161418207572
"806","PIEN","MCON","MCON.1",28.2,986.760647169751,1905,0.103361938983577
"807","ABLA","MCON","MCON.1",22.3,986.760647169751,1905,0.0791130097447363
"808","PIEN","MCON","MCON.1",9.2,986.760647169751,1905,0.0436956558421277
"809","PIEN","MCON","MCON.1",38.2,986.760647169751,1905,0.162615486689266
"810","ABLA","MCON","MCON.1",17.7,986.760647169751,1905,0.0642272503047677
"811","PIEN","MCON","MCON.1",22.9,986.760647169751,1905,0.0812935300013563
"812","PIEN","MCON","MCON.1",16.8,986.760647169751,1905,0.0616605247534765
"813","ABLA","MCON","MCON.1",16.7,986.760647169751,1905,0.0613817412091489
"814","ABLA","MCON","MCON.1",11.8,986.760647169751,1905,0.049159401702459
"815","PIEN","MCON","MCON.1",13.4,986.760647169751,1905,0.0528560603324983
"816","ABLA","MCON","MCON.1",8.1,986.760647169751,1905,0.0415709667276674
"817","PIEN","MCON","MCON.1",55.5,986.760647169751,1905,0.356146003580034
"818","PIEN","MCON","MCON.1",24.7,986.760647169751,1905,0.0882023605553755
"819","PIEN","MCON","MCON.1",36.2,986.760647169751,1905,0.148525715144967
"820","ABLA","MCON","MCON.1",12.2,986.760647169751,1905,0.0500585930183039
"821","ABLA","MCON","MCON.1",17.4,986.760647169751,1905,0.0633600179682157
"822","PIEN","MCON","MCON.1",50.7,986.760647169751,1905,0.286525627750064
"823","PIEN","MCON","MCON.1",42.4,986.760647169751,1905,0.196706372974487
"824","PIEN","MCON","MCON.1",63.8,986.760647169751,1905,0.518767926546441
"825","PIEN","MCON","MCON.1",10.4,986.760647169751,1905,0.0461375376773991
"826","PIEN","MCON","MCON.1",29.8,986.760647169751,1905,0.111134486869206
"827","PIEN","MCON","MCON.1",34.1,986.760647169751,1905,0.135043407714058
"828","ABLA","MCON","MCON.1",26,986.760647169751,1905,0.0935544331073648
"829","PIEN","MCON","MCON.1",33.5,986.760647169751,1905,0.13142116513167
"830","ABLA","MCON","MCON.1",18.7,986.760647169751,1905,0.0672046703213502
"831","PIEN","MCON","MCON.1",14.4,986.760647169751,1905,0.0553063394785758
"832","PIEN","MCON","MCON.2",43.3,1114.08460164327,1905,0.204768504079385
"833","PIEN","MCON","MCON.2",44.45,1114.08460164327,1905,0.215722429125225
"834","PIEN","MCON","MCON.2",10.8,1114.08460164327,1905,0.0469525384579149
"835","PIEN","MCON","MCON.2",9.8,1114.08460164327,1905,0.0448723641610173
"836","PIEN","MCON","MCON.2",35,1114.08460164327,1905,0.140578244442424
"837","PIEN","MCON","MCON.2",12.9,1114.08460164327,1905,0.0516401316464073
"838","PIEN","MCON","MCON.2",30.1,1114.08460164327,1905,0.112586287925986
"839","PIEN","MCON","MCON.2",37.7,1114.08460164327,1905,0.15887459427647
"840","OTHER","MCON","MCON.2",21,1114.08460164327,1905,0.0745411961860781
"841","PIEN","MCON","MCON.2",13.5,1114.08460164327,1905,0.0530634418386606
"842","PIEN","MCON","MCON.2",20.1,1114.08460164327,1905,0.0715622924969627
"843","ABLA","MCON","MCON.2",18.4,1114.08460164327,1905,0.0662564299362591
"844","PIEN","MCON","MCON.2",15.5,1114.08460164327,1905,0.0580972622254613
"845","PIEN","MCON","MCON.2",13.6,1114.08460164327,1905,0.0533044453373982
"846","PIEN","MCON","MCON.2",10,1114.08460164327,1905,0.045280892322525
"847","PIEN","MCON","MCON.2",10.7,1114.08460164327,1905,0.0467402536105379
"848","ABLA","MCON","MCON.2",15.6,1114.08460164327,1905,0.0583611283257037
"849","ABLA","MCON","MCON.2",10.3,1114.08460164327,1905,0.0459006688836637
"850","PIEN","MCON","MCON.2",15.7,1114.08460164327,1905,0.0586261928527943
"851","ABLA","MCON","MCON.2",10.9,1114.08460164327,1905,0.0471657874604461
"852","ABLA","MCON","MCON.2",12.7,1114.08460164327,1905,0.0511742298728456
"853","PIEN","MCON","MCON.2",11.8,1114.08460164327,1905,0.0491291446051592
"854","PIEN","MCON","MCON.2",12.9,1114.08460164327,1905,0.0516401316464073
"855","PIEN","MCON","MCON.2",9.6,1114.08460164327,1905,0.0444675217762287
"856","PIEN","MCON","MCON.2",12.8,1114.08460164327,1905,0.0514066529501509
"857","PIEN","MCON","MCON.2",9.4,1114.08460164327,1905,0.0440663319147601
"858","PIEN","MCON","MCON.2",11,1114.08460164327,1905,0.0473800049971306
"859","PIEN","MCON","MCON.2",15.1,1114.08460164327,1905,0.0570536740916838
"860","PIEN","MCON","MCON.2",12.7,1114.08460164327,1905,0.0511742298728456
"861","PIEN","MCON","MCON.2",10.7,1114.08460164327,1905,0.0467402536105379
"862","PIEN","MCON","MCON.2",58.1,1114.08460164327,1905,0.400432220851662
"863","ABLA","MCON","MCON.2",10.1,1114.08460164327,1905,0.0454865490439429
"864","PIEN","MCON","MCON.2",17.6,1114.08460164327,1905,0.063897509445795
"865","ABLA","MCON","MCON.2",12.5,1114.08460164327,1905,0.050712531505737
"866","PIEN","MCON","MCON.2",15.9,1114.08460164327,1905,0.0591599389842976
"867","OTHER","MCON","MCON.3",37.3,1082.25361302489,1905,0.156044781982231
"868","OTHER","MCON","MCON.3",40.4,1082.25361302489,1905,0.179579864688696
"869","PIEN","MCON","MCON.3",40.2,1082.25361302489,1905,0.177959679480274
"870","PIEN","MCON","MCON.3",30.4,1082.25361302489,1905,0.114144866485568
"871","PIEN","MCON","MCON.3",21.3,1082.25361302489,1905,0.0755731008018303
"872","PIEN","MCON","MCON.3",21.5,1082.25361302489,1905,0.0762611354197351
"873","PIEN","MCON","MCON.3",31.7,1082.25361302489,1905,0.121071116565739
"874","PIEN","MCON","MCON.3",16.3,1082.25361302489,1905,0.0602513266805784
"875","PIEN","MCON","MCON.3",13.8,1082.25361302489,1905,0.0537980210158491
"876","ABLA","MCON","MCON.3",18.9,1082.25361302489,1905,0.0677852091772703
"877","PIEN","MCON","MCON.3",19.2,1082.25361302489,1905,0.0687130107660887
"878","ABLA","MCON","MCON.3",16.8,1082.25361302489,1905,0.0616320590072511
"879","OTHER","MCON","MCON.3",40.4,1082.25361302489,1905,0.179579864688696
"880","PIEN","MCON","MCON.3",24.2,1082.25361302489,1905,0.0861865717339757
"881","PIEN","MCON","MCON.3",10.1,1082.25361302489,1905,0.0454935508613471
"882","PIEN","MCON","MCON.3",24.1,1082.25361302489,1905,0.0857968994430325
"883","PIEN","MCON","MCON.3",35.8,1082.25361302489,1905,0.145790445291769
"884","PIEN","MCON","MCON.3",11.1,1082.25361302489,1905,0.047602521871584
"885","PIEN","MCON","MCON.3",31.8,1082.25361302489,1905,0.121620997268485
"886","PIEN","MCON","MCON.3",25.3,1082.25361302489,1905,0.090591561205966
"887","OTHER","MCON","MCON.3",41.5,1082.25361302489,1905,0.188758178635058
"888","PIEN","MCON","MCON.3",15.1,1082.25361302489,1905,0.0570624564551875
"889","OTHER","MCON","MCON.3",39.4,1082.25361302489,1905,0.171623800308905
"890","PIEN","MCON","MCON.3",36.7,1082.25361302489,1905,0.151859223696763
"891","OTHER","MCON","MCON.3",34.5,1082.25361302489,1905,0.137450049068183
"892","PIEN","MCON","MCON.3",26.9,1082.25361302489,1905,0.0974038100320948
"893","PIEN","MCON","MCON.3",13.3,1082.25361302489,1905,0.0525927932833331
"894","PIEN","MCON","MCON.3",34.5,1082.25361302489,1905,0.137450049068183
"895","ABLA","MCON","MCON.3",13.5,1082.25361302489,1905,0.0530716099793177
"896","OTHER","MCON","MCON.3",25.8,1082.25361302489,1905,0.0926675768552803
"897","PIEN","MCON","MCON.3",21.2,1082.25361302489,1905,0.0752314148207006
"898","PIEN","MCON","MCON.3",21.2,1082.25361302489,1905,0.0752314148207006
"899","PIEN","MCON","MCON.3",41.7,1082.25361302489,1905,0.190476675824344
"900","PIEN","MCON","MCON.3",NA,1082.25361302489,1905,NA
"901","PIEN","MCON","MCON.4",32.6,827.605704077856,1905,0.126266293665848
"902","PIEN","MCON","MCON.4",8.2,827.605704077856,1905,0.0417919243529081
"903","PIEN","MCON","MCON.4",12.8,827.605704077856,1905,0.0514779147930838
"904","PIEN","MCON","MCON.4",20.7,827.605704077856,1905,0.0736366357466407
"905","PIEN","MCON","MCON.4",51.8,827.605704077856,1905,0.301401801166403
"906","PIEN","MCON","MCON.4",59.7,827.605704077856,1905,0.43114051404533
"907","PIEN","MCON","MCON.4",17.1,827.605704077856,1905,0.0625526173873773
"908","PIEN","MCON","MCON.4",27.8,827.605704077856,1905,0.101583419981156
"909","PIEN","MCON","MCON.4",12.6,827.605704077856,1905,0.0510134765541269
"910","PIEN","MCON","MCON.4",29.6,827.605704077856,1905,0.110216611770661
