"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","Species.Model","RW.modeled"
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1964,NA,"PIEN",0.170209742409438
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1964,NA,"PIEN",0.10729069376276
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1964,NA,"PIEN",0.14188765468706
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1964,NA,"PIEN",0.150925174485722
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1964,NA,"PIEN",0.114124563638413
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1964,NA,"PIEN",0.105218838431386
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1964,NA,"PIEN",0.131241265157855
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1964,NA,"PIEN",0.0960668611381388
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1964,NA,"PIEN",0.229527920241322
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1964,NA,"PIEN",0.315613214916815
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1964,NA,"PIEN",0.179878244625008
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1964,NA,"PIEN",0.276240118050044
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1964,NA,"PIEN",0.150925174485722
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1964,NA,"PIEN",0.0787429036964046
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1964,NA,"PIEN",0.0837584249743475
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1964,NA,"POGR",0.111489484882006
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1964,NA,"PIEN",0.0762249546886783
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1964,NA,"PIEN",0.0813440284466604
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1964,NA,"PIEN",0.1863112463225
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1964,NA,"PSME",0.0888043323481744
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1965,NA,"SAAL",0.0900884344234301
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1965,NA,"POGR",0.171703136951266
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1965,NA,"POGR",0.132823722804226
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1965,NA,"ACSA",0.132823722804226
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1965,NA,"QUAL",0.0653788402890236
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1965,NA,"QURU",0.117734881654008
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1965,NA,"PRSE",0.0695431389013924
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1965,NA,"QURU",0.175879875124857
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1965,NA,"QUVE",0.132347717074907
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1965,NA,"PRSE",0.0975085048288137
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1965,NA,"PRSE",0.0902371666878053
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1965,NA,"QUVE",0.109132428019653
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1965,NA,"QUAL",0.0706029515940046
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1965,NA,"QUAL",0.0921636601161386
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1965,NA,"PIPO",0.131148533512952
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1965,NA,"PIPO",0.0941451779954316
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1965,NA,"PIPO",0.0972550881093043
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1965,NA,"PIEN",0.102774894917456
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1965,NA,"PIEN",0.166797438869777
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1965,NA,"PIEN",0.167340400074224
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1965,NA,"PIEN",0.105482020972177
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1965,NA,"PIEN",0.139495757204139
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1965,NA,"PIEN",0.148380925334814
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1965,NA,"PIEN",0.11220068761757
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1965,NA,"PIEN",0.10344509232673
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1965,NA,"PIEN",0.129028841163119
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1965,NA,"PIEN",0.0944473961899355
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1965,NA,"PIEN",0.225658610709804
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1965,NA,"PIEN",0.310292706546997
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1965,NA,"PIEN",0.176845913718561
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1965,NA,"PIEN",0.271583348970993
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1965,NA,"PIEN",0.148380925334814
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1965,NA,"PIEN",0.077423338131328
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1965,NA,"PIEN",0.0823548098142141
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1965,NA,"POGR",0.109621155442624
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1965,NA,"PIEN",0.0749475846567767
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1965,NA,"PIEN",0.0799808734977818
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1965,NA,"PIEN",0.183189061420841
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1965,NA,"PSME",0.0873161583858822
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1966,NA,"SAAL",0.0903967767636076
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1966,NA,"POGR",0.172327955640471
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1966,NA,"POGR",0.133307061349179
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1966,NA,"ACSA",0.133307061349179
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1966,NA,"QUAL",0.0641366769422659
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1966,NA,"QURU",0.115497981244351
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1966,NA,"PRSE",0.0682218560860365
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1966,NA,"QURU",0.172538250627594
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1966,NA,"QUVE",0.129833180529892
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1966,NA,"PRSE",0.0956558948687709
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1966,NA,"PRSE",0.0883547923649725
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1966,NA,"QUVE",0.106855892886371
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1966,NA,"QUAL",0.0691301528784093
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1966,NA,"QUAL",0.0902410985634125
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1966,NA,"PIPO",0.128087755133733
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1966,NA,"PIPO",0.0919479934932683
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1966,NA,"PIPO",0.0949853237209396
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1966,NA,"PIEN",0.100921274242434
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1966,NA,"PIEN",0.163789124616788
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1966,NA,"PIEN",0.164322293117335
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1966,NA,"PIEN",0.103579575291507
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1966,NA,"PIEN",0.136979848821658
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1966,NA,"PIEN",0.145704766422656
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1966,NA,"PIEN",0.110177065851898
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1966,NA,"PIEN",0.101579384149453
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1966,NA,"PIEN",0.126701711295011
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1966,NA,"PIEN",0.0927439680675306
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1966,NA,"PIEN",0.221588692013762
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1966,NA,"PIEN",0.304696349804178
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1966,NA,"PIEN",0.173656367845271
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1966,NA,"PIEN",0.266685143907893
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1966,NA,"PIEN",0.145704766422656
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1966,NA,"PIEN",0.0761011122597968
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1966,NA,"PIEN",0.0809483648996758
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1966,NA,"POGR",0.107749059362918
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1966,NA,"PIEN",0.0736676393866067
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1966,NA,"PIEN",0.0786149703641937
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1966,NA,"PIEN",0.180060582047073
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1966,NA,"PSME",0.0858249841946494
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1967,NA,"SAAL",0.0906865496165836
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1967,NA,"POGR",0.172931791302492
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1967,NA,"POGR",0.133774168136019
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1967,NA,"ACSA",0.133774168136019
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1967,NA,"QUAL",0.0629520563649268
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1967,NA,"QURU",0.113364704440092
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1967,NA,"PRSE",0.0669617812209708
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1967,NA,"QURU",0.169351425680996
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1967,NA,"QUVE",0.127435128984197
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1967,NA,"PRSE",0.0938891063975295
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1967,NA,"PRSE",0.0865591193502428
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1967,NA,"QUVE",0.104684213929464
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1967,NA,"QUAL",0.0677251906040924
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1967,NA,"QUAL",0.0884070893243831
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1967,NA,"PIPO",0.125012715884252
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1967,NA,"PIPO",0.0897405718032894
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1967,NA,"PIPO",0.0927049839783804
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1967,NA,"PIEN",0.0989847592891778
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1967,NA,"PIEN",0.160646277963472
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1967,NA,"PIEN",0.16116921582849
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1967,NA,"PIEN",0.101592051868823
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1967,NA,"PIEN",0.134351428525451
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1967,NA,"PIEN",0.142908929161818
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1967,NA,"PIEN",0.10806294732605
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1967,NA,"PIEN",0.0996302411384812
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1967,NA,"PIEN",0.124270511725171
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1967,NA,"PIEN",0.0909643623071467
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1967,NA,"PIEN",0.217336765759577
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1967,NA,"PIEN",0.29884972289595
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1967,NA,"PIEN",0.170324184858235
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1967,NA,"PIEN",0.261567890158714
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1967,NA,"PIEN",0.142908929161818
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1967,NA,"PIEN",0.0747776214484204
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1967,NA,"PIEN",0.0795405744750769
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1967,NA,"POGR",0.105875172296531
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1967,NA,"PIEN",0.072386469625367
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1967,NA,"PIEN",0.0772477605058353
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1967,NA,"PIEN",0.176929109736697
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1967,NA,"PSME",0.084332383435013
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1968,NA,"SAAL",0.0909579778966184
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1968,NA,"POGR",0.173514893851926
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1968,NA,"POGR",0.1342252364902
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1968,NA,"ACSA",0.1342252364902
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1968,NA,"QUAL",0.0618219547722777
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1968,NA,"QURU",0.111329605978887
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1968,NA,"PRSE",0.0657596979218047
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1968,NA,"QURU",0.166311265804882
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1968,NA,"QUVE",0.125147441328855
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1968,NA,"PRSE",0.0922036296268078
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1968,NA,"PRSE",0.084845467523582
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1968,NA,"QUVE",0.102611731032579
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1968,NA,"QUAL",0.0663844029729237
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1968,NA,"QUAL",0.0866568523620882
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1968,NA,"PIPO",0.121929661102621
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1968,NA,"PIPO",0.0875273961511379
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1968,NA,"PIPO",0.0904187002022554
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1968,NA,"PIEN",0.0969738160367318
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1968,NA,"PIEN",0.157382638681819
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1968,NA,"PIEN",0.157894952705563
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1968,NA,"PIEN",0.0995281396799683
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1968,NA,"PIEN",0.131621987138818
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1968,NA,"PIEN",0.14000563628243
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1968,NA,"PIEN",0.105867574459305
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1968,NA,"PIEN",0.0976061844797012
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1968,NA,"PIEN",0.121745871075173
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1968,NA,"PIEN",0.0891163589184613
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1968,NA,"PIEN",0.212921420349322
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1968,NA,"PIEN",0.292778385873275
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1968,NA,"PIEN",0.166863932262496
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1968,NA,"PIEN",0.256253959129852
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1968,NA,"PIEN",0.14000563628243
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1968,NA,"PIEN",0.0734542120969626
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1968,NA,"PIEN",0.078132870698978
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1968,NA,"POGR",0.104001400566562
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1968,NA,"PIEN",0.0711053787192153
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1968,NA,"PIEN",0.0758806347982717
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1968,NA,"PIEN",0.173797830166215
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1968,NA,"PSME",0.0828398745438924
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1969,NA,"SAAL",0.0912113026930644
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1969,NA,"POGR",0.174077527262976
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1969,NA,"POGR",0.134660470613214
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1969,NA,"ACSA",0.134660470613214
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1969,NA,"QUAL",0.0607435277573484
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1969,NA,"QURU",0.109387563623686
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1969,NA,"PRSE",0.064612580607354
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1969,NA,"QURU",0.163410119074861
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1969,NA,"QUVE",0.12296435957294
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1969,NA,"PRSE",0.0905952222991786
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1969,NA,"PRSE",0.0832094410135207
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1969,NA,"QUVE",0.100633127848315
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1969,NA,"QUAL",0.0651043505872366
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1969,NA,"QUAL",0.0849858979566164
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1969,NA,"PIPO",0.118844569982298
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1969,NA,"PIPO",0.0853127587101004
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1969,NA,"PIPO",0.0881309063497788
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1969,NA,"PIEN",0.094896854194071
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1969,NA,"PIEN",0.154011855220893
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1969,NA,"PIEN",0.154513196626232
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1969,NA,"PIEN",0.097396469948543
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1969,NA,"PIEN",0.128802939110029
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1969,NA,"PIEN",0.137007029274886
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1969,NA,"PIEN",0.103600128240176
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1969,NA,"PIEN",0.0955156787219897
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1969,NA,"PIEN",0.119138347322278
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1969,NA,"PIEN",0.0872076862004525
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1969,NA,"PIEN",0.208361120635189
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1969,NA,"PIEN",0.286507728899394
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1969,NA,"PIEN",0.163290080738552
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1969,NA,"PIEN",0.250765573533663
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1969,NA,"PIEN",0.137007029274886
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1969,NA,"PIEN",0.0721321807819764
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1969,NA,"PIEN",0.076726632733244
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1969,NA,"POGR",0.102129579953062
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1969,NA,"PIEN",0.0698256217842873
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1969,NA,"PIEN",0.0745149326480406
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1969,NA,"PIEN",0.170669811126911
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1969,NA,"PSME",0.0813489197688008
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1970,NA,"SAAL",0.0914467806229129
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1970,NA,"POGR",0.174619969132315
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1970,NA,"POGR",0.13508008524443
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1970,NA,"ACSA",0.13508008524443
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1970,NA,"QUAL",0.0597140976252317
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1970,NA,"QURU",0.107533755354221
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1970,NA,"PRSE",0.0635175810272057
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1970,NA,"QURU",0.160640782049517
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1970,NA,"QUVE",0.120880463204154
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1970,NA,"PRSE",0.0890598907979669
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1970,NA,"PRSE",0.0816469078985644
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1970,NA,"QUVE",0.0987434072491933
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1970,NA,"QUAL",0.0638818005678975
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1970,NA,"QUAL",0.0833900059731583
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1970,NA,"PIPO",0.11576314603165
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1970,NA,"PIPO",0.0831007537524966
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1970,NA,"PIPO",0.0858458319399091
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1970,NA,"PIEN",0.0927621802950302
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1970,NA,"PIEN",0.150547408582751
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1970,NA,"PIEN",0.151037472476084
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1970,NA,"PIEN",0.0952055680053376
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1970,NA,"PIEN",0.125905558848344
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1970,NA,"PIEN",0.133925100670802
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1970,NA,"PIEN",0.101269677019535
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1970,NA,"PIEN",0.0933670845662759
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1970,NA,"PIEN",0.116458368912418
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1970,NA,"PIEN",0.085245977636888
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1970,NA,"PIEN",0.203674104931958
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1970,NA,"PIEN",0.280062830636441
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1970,NA,"PIEN",0.159616923432283
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1970,NA,"PIEN",0.245124683441505
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1970,NA,"PIEN",0.133925100670802
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1970,NA,"PIEN",0.0708127735794893
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1970,NA,"PIEN",0.0753231860225893
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1970,NA,"POGR",0.100261474734057
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1970,NA,"PIEN",0.0685484050510405
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1970,NA,"PIEN",0.0731519412929639
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1970,NA,"PIEN",0.167548000922273
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1970,NA,"PSME",0.0798609244039869
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1971,NA,"SAAL",0.091664683176577
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1971,NA,"POGR",0.175142510239294
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1971,NA,"POGR",0.135484305320892
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1971,NA,"ACSA",0.135484305320892
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1971,NA,"QUAL",0.0587311416867277
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1971,NA,"QURU",0.10576363828608
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1971,NA,"PRSE",0.0624720158097265
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1971,NA,"QURU",0.157996468278379
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1971,NA,"QUVE",0.118890645491403
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1971,NA,"PRSE",0.0875938726879422
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1971,NA,"PRSE",0.0801539814750194
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1971,NA,"QUVE",0.096937868673056
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1971,NA,"QUAL",0.0627137118979636
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1971,NA,"QUAL",0.0818652067299147
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1971,NA,"PIPO",0.11269080948765
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1971,NA,"PIPO",0.0808952722038351
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1971,NA,"PIPO",0.0835674964276122
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1971,NA,"PIEN",0.0905779543642716
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1971,NA,"PIEN",0.147002541993921
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1971,NA,"PIEN",0.147481066591172
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1971,NA,"PIEN",0.0929638088128685
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1971,NA,"PIEN",0.12294092190699
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1971,NA,"PIEN",0.130771631479649
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1971,NA,"PIEN",0.0988851292022873
