"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","Species.Model","RW.modeled"
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1947,NA,"PIEN",0.114872032845742
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1947,NA,"PIEN",0.18643036212125
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1947,NA,"PIEN",0.187037232674231
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1947,NA,"PIEN",0.117897801671147
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1947,NA,"PIEN",0.155915130988607
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1947,NA,"PIEN",0.165846129469964
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1947,NA,"PIEN",0.125407290211018
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1947,NA,"PIEN",0.115621115964466
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1947,NA,"PIEN",0.144216204667901
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1947,NA,"PIEN",0.105564344347311
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1947,NA,"PIEN",0.252219799029717
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1947,NA,"PIEN",0.346815766699527
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1947,NA,"PIEN",0.197661594552147
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1947,NA,"PIEN",0.303550117063206
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1947,NA,"PIEN",0.165846129469964
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1947,NA,"PIEN",0.0995459032084315
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1947,NA,"PIEN",0.105886469433915
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1947,NA,"POGR",0.140943766991524
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1947,NA,"PIEN",0.0963627400732076
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1947,NA,"PIEN",0.102834216192422
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1947,NA,"PIEN",0.235532605764304
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1947,NA,"PSME",0.112265449423913
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1948,NA,"SAAL",0.0820206565463742
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1948,NA,"POGR",0.157875814943973
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1948,NA,"POGR",0.122127375503694
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1948,NA,"ACSA",0.122127375503694
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1948,NA,"QUAL",0.0990243450739887
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1948,NA,"QURU",0.178324049441866
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1948,NA,"PRSE",0.105331690706909
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1948,NA,"QURU",0.266391838229928
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1948,NA,"QUVE",0.200456997209548
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1948,NA,"PRSE",0.147688698470815
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1948,NA,"PRSE",0.141364790579597
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1948,NA,"QUVE",0.17096594894004
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1948,NA,"QUAL",0.110605993436369
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1948,NA,"QUAL",0.144382819071023
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1948,NA,"PIPO",0.174970306885485
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1948,NA,"PIPO",0.125602705912243
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1948,NA,"PIPO",0.129751756705532
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1948,NA,"PIEN",0.115351126263689
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1948,NA,"PIEN",0.187207901764148
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1948,NA,"PIEN",0.187817303374344
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1948,NA,"PIEN",0.118389514574382
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1948,NA,"PIEN",0.156565401652097
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1948,NA,"PIEN",0.166537819057523
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1948,NA,"PIEN",0.125930322717837
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1948,NA,"PIEN",0.116103333561405
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1948,NA,"PIEN",0.14481768296254
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1948,NA,"PIEN",0.106004618461853
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1948,NA,"PIEN",0.253271724747385
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1948,NA,"PIEN",0.348262221044854
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1948,NA,"PIEN",0.198485975966709
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1948,NA,"PIEN",0.304816124632668
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1948,NA,"PIEN",0.166537819057523
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1948,NA,"PIEN",0.0984416658613904
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1948,NA,"PIEN",0.104711897800862
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1948,NA,"POGR",0.139380313686782
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1948,NA,"PIEN",0.0952938127439808
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1948,NA,"PIEN",0.101693502427079
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1948,NA,"PIEN",0.232919902565597
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1948,NA,"PSME",0.111020117390743
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1949,NA,"SAAL",0.082624391995969
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1949,NA,"POGR",0.158836508444954
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1949,NA,"POGR",0.122870535410612
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1949,NA,"ACSA",0.122870535410612
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1949,NA,"QUAL",0.0961991379993405
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1949,NA,"QURU",0.173236387759412
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1949,NA,"PRSE",0.102326532353703
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1949,NA,"QURU",0.25879156472715
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1949,NA,"QUVE",0.194737873025934
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1949,NA,"PRSE",0.143475076502868
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1949,NA,"PRSE",0.137049189965406
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1949,NA,"QUVE",0.165746680752917
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1949,NA,"QUAL",0.107229400925248
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1949,NA,"QUAL",0.139975083735323
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1949,NA,"PIPO",0.173019799456289
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1949,NA,"PIPO",0.124202531131906
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1949,NA,"PIPO",0.128305329766525
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1949,NA,"PIEN",0.115704746114497
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1949,NA,"PIEN",0.187781805395922
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1949,NA,"PIEN",0.188393075184725
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1949,NA,"PIEN",0.118752448893596
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1949,NA,"PIEN",0.157045367784785
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1949,NA,"PIEN",0.167048356584433
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1949,NA,"PIEN",0.126316374101765
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1949,NA,"PIEN",0.116459259375241
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1949,NA,"PIEN",0.145261635346034
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1949,NA,"PIEN",0.10632958570387
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1949,NA,"PIEN",0.254048153313105
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1949,NA,"PIEN",0.349329852013332
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1949,NA,"PIEN",0.199094453607824
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1949,NA,"PIEN",0.305750567459607
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1949,NA,"PIEN",0.167048356584433
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1949,NA,"PIEN",0.0973205830387583
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1949,NA,"PIEN",0.103519407721356
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1949,NA,"POGR",0.137793009427757
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1949,NA,"PIEN",0.0942085786041927
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1949,NA,"PIEN",0.100535386727322
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1949,NA,"PIEN",0.230267341787287
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1949,NA,"PSME",0.109755787439759
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1950,NA,"SAAL",0.083215313776708
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1950,NA,"POGR",0.159782454964245
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1950,NA,"POGR",0.123602287552692
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1950,NA,"ACSA",0.123602287552692
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1950,NA,"QUAL",0.0935028498487512
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1950,NA,"QURU",0.168380884588793
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1950,NA,"PRSE",0.0994585044023707
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1950,NA,"QURU",0.251538104415987
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1950,NA,"QUVE",0.189279722044224
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1950,NA,"PRSE",0.139453729152726
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1950,NA,"PRSE",0.132935150438329
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1950,NA,"QUVE",0.160771179648011
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1950,NA,"QUAL",0.104010512918813
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1950,NA,"QUAL",0.135773212659409
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1950,NA,"PIPO",0.170978717634877
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1950,NA,"PIPO",0.122737337383772
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1950,NA,"PIPO",0.126791736079562
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1950,NA,"PIEN",0.115928891582162
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1950,NA,"PIEN",0.188145579934156
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1950,NA,"PIEN",0.188758033886594
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1950,NA,"PIEN",0.118982498429915
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1950,NA,"PIEN",0.157349599102762
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1950,NA,"PIEN",0.167371965885405
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1950,NA,"PIEN",0.126561076620006
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1950,NA,"PIEN",0.116684866500558
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1950,NA,"PIEN",0.145543038990066
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1950,NA,"PIEN",0.106535569429815
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1950,NA,"PIEN",0.254540300299688
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1950,NA,"PIEN",0.350006580545895
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1950,NA,"PIEN",0.199480143226546
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1950,NA,"PIEN",0.306342873360906
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1950,NA,"PIEN",0.167371965885405
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1950,NA,"PIEN",0.0961828739802269
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1950,NA,"PIEN",0.102309232399539
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1950,NA,"POGR",0.136182164628709
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1950,NA,"PIEN",0.0931072498829429
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1950,NA,"PIEN",0.0993600955750171
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1950,NA,"PIEN",0.227575442165898
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1950,NA,"PSME",0.108472706824153
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1951,NA,"SAAL",0.08379270659345
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1951,NA,"POGR",0.160712871902476
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1951,NA,"POGR",0.124322026537606
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1951,NA,"ACSA",0.124322026537606
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1951,NA,"QUAL",0.0909301401237728
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1951,NA,"QURU",0.163747922705997
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1951,NA,"PRSE",0.0967219261919559
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1951,NA,"QURU",0.244617090473841
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1951,NA,"QUVE",0.184071733384711
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1951,NA,"PRSE",0.135616691396592
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1951,NA,"PRSE",0.12901383615645
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1951,NA,"QUVE",0.156028759597411
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1951,NA,"QUAL",0.100942416118011
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1951,NA,"QUAL",0.131768181363003
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1951,NA,"PIPO",0.168848383467195
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1951,NA,"PIPO",0.121208073700573
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1951,NA,"PIPO",0.125211956026896
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1951,NA,"PIEN",0.11601996817007
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1951,NA,"PIEN",0.188293391728236
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1951,NA,"PIEN",0.18890632683956
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1951,NA,"PIEN",0.119075974006451
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1951,NA,"PIEN",0.15747321681703
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1951,NA,"PIEN",0.167503457417467
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1951,NA,"PIEN",0.126660506113925
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1951,NA,"PIEN",0.116776537000952
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1951,NA,"PIEN",0.145657381180387
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1951,NA,"PIEN",0.106619266392859
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1951,NA,"PIEN",0.254740273418728
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1951,NA,"PIEN",0.350281554322204
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1951,NA,"PIEN",0.199636859732265
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1951,NA,"PIEN",0.306583543855164
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1951,NA,"PIEN",0.167503457417467
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1951,NA,"PIEN",0.0950287929164815
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1951,NA,"PIEN",0.101081642259293
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1951,NA,"POGR",0.134548139246496
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1951,NA,"PIEN",0.0919900726814236
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1951,NA,"PIEN",0.0981678915988848
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1951,NA,"PIEN",0.224844805229107
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1951,NA,"PSME",0.107171162259113
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1952,NA,"SAAL",0.0843558508165472
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1952,NA,"POGR",0.161626970297941
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1952,NA,"POGR",0.125029142051341
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1952,NA,"ACSA",0.125029142051341
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1952,NA,"QUAL",0.0884759221380141
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1952,NA,"QURU",0.159328341954349
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1952,NA,"PRSE",0.0941113870400925
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1952,NA,"QURU",0.238014838874452
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1952,NA,"QUVE",0.179103609964604
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1952,NA,"PRSE",0.131956376755687
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1952,NA,"PRSE",0.125276844340654
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1952,NA,"QUVE",0.15150925831743
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1952,NA,"QUAL",0.0980185360588028
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1952,NA,"QUAL",0.127951407674181
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1952,NA,"PIPO",0.166630370200374
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1952,NA,"PIPO",0.1196158694402
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1952,NA,"PIPO",0.123567156272647
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1952,NA,"PIEN",0.115974824104191
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1952,NA,"PIEN",0.188220125639521
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1952,NA,"PIEN",0.188832822254114
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1952,NA,"PIEN",0.119029640830361
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1952,NA,"PIEN",0.157411943043332
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1952,NA,"PIEN",0.167438280816957
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1952,NA,"PIEN",0.126611221750876
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1952,NA,"PIEN",0.116731098549601
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1952,NA,"PIEN",0.145600705019245
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1952,NA,"PIEN",0.106577780196458
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1952,NA,"PIEN",0.254641152449583
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1952,NA,"PIEN",0.350145257667293
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1952,NA,"PIEN",0.199559179832074
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1952,NA,"PIEN",0.306464250358368
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1952,NA,"PIEN",0.167438280816957
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1952,NA,"PIEN",0.0938586290011239
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1952,NA,"PIEN",0.0998369448718299
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1952,NA,"POGR",0.132891342684184
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1952,NA,"PIEN",0.0908573269070189
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1952,NA,"PIEN",0.0969590735041763
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1952,NA,"PIEN",0.222076115134664
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1952,NA,"PSME",0.105851479845039
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1953,NA,"SAAL",0.0849040234470829
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1953,NA,"POGR",0.162523955479142
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1953,NA,"POGR",0.125723019362977
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1953,NA,"ACSA",0.125723019362977
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1953,NA,"QUAL",0.0861353533727982
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1953,NA,"QURU",0.155113421876881
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1953,NA,"PRSE",0.0916217359843671
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1953,NA,"QURU",0.231718322443027
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1953,NA,"QUVE",0.174365548974783
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1953,NA,"PRSE",0.128465562912305
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1953,NA,"PRSE",0.121716187266323
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1953,NA,"QUVE",0.147203015489444
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1953,NA,"QUAL",0.0952326230221982
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1953,NA,"QUAL",0.124314733336609
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1953,NA,"PIPO",0.164326502434741
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1953,NA,"PIPO",0.117962034394823
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1953,NA,"PIPO",0.121858689875524
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1953,NA,"PIEN",0.11579078506385
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1953,NA,"PIEN",0.18792144140729
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1953,NA,"PIEN",0.188533165741064
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1953,NA,"PIEN",0.118840754138445
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1953,NA,"PIEN",0.157162147942026
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1953,NA,"PIEN",0.167172575041966
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1953,NA,"PIEN",0.126410303940243
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1953,NA,"PIEN",0.116545859386524
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1953,NA,"PIEN",0.145369653028161
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1953,NA,"PIEN",0.106408653211005
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1953,NA,"PIEN",0.254237065496312
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1953,NA,"PIEN",0.349589616408951
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1953,NA,"PIEN",0.19924250179241
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1953,NA,"PIEN",0.305977925960201
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1953,NA,"PIEN",0.167172575041966
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1953,NA,"PIEN",0.0926727061712905
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1953,NA,"PIEN",0.0985754848074292
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1953,NA,"POGR",0.131212233593697
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1953,NA,"PIEN",0.0897093261383801
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1953,NA,"PIEN",0.0957339759286862
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1953,NA,"PIEN",0.21927013834061
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1953,NA,"PSME",0.104514024910359
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1954,NA,"SAAL",0.0854364991249679
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1954,NA,"POGR",0.163403027747173
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1954,NA,"POGR",0.126403039852568
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1954,NA,"ACSA",0.126403039852568
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1954,NA,"QUAL",0.0839038261948155
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1954,NA,"QURU",0.151094865000589
